question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status,orphan_reason
ENG-0101,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the central physical setting of the novel?,,Beesway Group of School,"Black Heritage Museum, Badagry","Stardom Schools, Lagos","Murtala Muhammed Airport, Lagos",C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0102,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which setting in the novel serves as a point of psychological conflict for Bepo?,,The school assembly hall,"Black Heritage Museum, Badagry",The Vice Principal's office,His home in Ikeja,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0103,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What narrative technique is commonly used in The Lekki Headmaster?,,Flashback,Myth,Foreshadowing,First-person narration,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0104,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was Mr Bepo's long-term professional goal before considering migration?,,Becoming the MD of Stardom Schools,Starting his own school,Writing a book on educational reform,Retiring early and moving to his hometown,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0105,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does Chief Ogba demand after his son, Tosh, is publicly insulted?",,A formal apology and publication in the school magazine,The immediate suspension of the student who insulted his son,Financial compensation from the school,Immediate expulsion of the guilty student,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0106,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How does the novel use irony to critique migration?,,It shows how people regret leaving Nigeria.,It portrays Nigerian schools as superior to foreign institutions.,It contrasts the excitement of moving abroad with the struggles people face when they get there.,It portrays that migration is always a failure.,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0107,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does the MD call an emergency meeting after discovering the cars at the school's land?,,She believes they are using stolen school funds.,She want to commend them for financial growth.,She plans to reduce the teachers' salaries.,She is concerned about the teachers becoming financially independent,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0108,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who makes up the board of Stardom Schools?,,Independent education experts,A mix of educators and business investors,The MD's family members,Parents and essential stakeholders,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0109,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Bepo do before meeting with the director of Beesway the morning after he encountered the ritual practice?,,He informed the police about the ritual activities.,He prayed for protection.,He moved his belongings out of the school.,He wrote a resignation letter.,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0110,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which poem came to Bepo's mind on his way to renew his passport?,,Ibadan by J.P Clark,Night Rain by J.P Clark,Abiku by Wole Soyinka,Vanity by Birago Diop,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0111,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was Mr. Fafore's strategy to ensure that he came early to school even though he lives far away?,,He slept in his car overnight,He woke up very early,He rented an apartment near the school,He set multiple alarms on his phone,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0112,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Which of the following is NOT one of Bepo's ideas about teaching?,,Education should be student-centered,Excursions enhance the learning experience,Teachers should maintain a strict authoritarian approach,Learning should be hands-on and engaging,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0113,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Bepo choose to renew his passport in Ibadan?,,It was more expensive to renew it in Lagos,He wanted to avoid the long queues in Lagos,He had family in Ibadan,He was transferred to the office in Ibadan,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0114,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Stardom School stop the usual democratic election process for prefects?,,Some students were engaging in negative campaigning,The school wanted teachers to appoint the prefects instead.,The Ministry of Education mandated a new selection process,Parents demanded to be involved in selecting the prefects,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0115,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Bepo spend the electricity tariff money he collected from his tenants?,,He was out of a job and had no savings.,He needed to pay for his child's school fees,He used it for urgent medical expenses,He mistakenly misplaced the money,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0116,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The following were hairstyles that Mrs Ignatius learnt in preparation for her migration abroad except,,Agbadarigi,Kojusoko,Onilegogoro,Suku,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0117,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What did Bepo's fellow tenant, Iya Matthew, pour on his head after he had embezzled the compound's electricity tariff?",,A bowl of pie,A bucket of water,A bowl of elubo,Fistfuls of sand,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0118,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the topic of the debate at Bepo's send-off?,,Migration: A curse or a blessing?,Who shapes the future: Teachers or parents?,The arts have contributed more to national development than the science,Public schools vs. private schools: Which is better?,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0119,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What eventually happened to Mr Ogo in the novel?,,He was arrested for murder,He relocated to the UK successfully,He became a pastor,He opened a new private school,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0120,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, the Gurara Waterfall was actually discovered in which year?",,1845,1745,1925,1625,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0121,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"According to the novel, who built the first-storey building in Nigeria?",,Bishop Samuel Ajayi Crowther,Lord Federick Lugard,Henry Townsend,Lord Bernard Shaw,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0122,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What does Bepo mean by the term ""new slavery""?",,The forced labour system in Nigerian schools,The economic challenges of the working class brought on by bad governance,The exploitation of teachers by private school owners,The voluntary migration to foreign countries to join their workforce,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0123,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the name of the passport office that Bepo plans to visit to renew his passport?,,Mokola Passport Centre,Agodi-Gate Passport Office,Dugbe Immigration Office,Bodija Passport Centre,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0124,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was inscribed on the banner at Bepo's send-off?,,A Principal Like No Other,For He Gave Stardom His Very Best,Goodbye to our Mentor,"We Will Miss You, Mr Bepo!",B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0125,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What position did Bepo apply for when he first came to Stardom Schools?,,English Teacher,Head of Department,Vice Principal,History Teacher,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0126,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Who did Bepo sell his car to as he planned to relocate?,,His best friend,His landlord,The school's accountant,Mrs Grace Apeh,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0127,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How much did Bepo give his landlord's children as he left for the airport?,,"₦2,000",₦5000,"₦10,000",₦7500,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0128,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What course did Bepo study at the University of Benin?,,English Language,History and Political Science,English/ History Education,Educational Management,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0129,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What subject was Sola teaching at Stardom Schools before she relocated to the UK?,,English Language,Home Economics,Government,Biology,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0130,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Which historical figure, according to the novel, translated the Bible into Yoruba?",,Bishop Ajayi Crowther,Samuel L. Akintola,Herbert Macauley,Samuel Caulker,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0131,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What literary device is used in the expression ""under the world of tears""?",,Euphemism,Personification,Metaphor,Simile,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0132,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the mood at the beginning of the story when the principal walks to the podium?,,Joyful and uplifting,Calm and indifferent,Hopeful and eager,tense and uncertain,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0133,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"When Mr. Audu says, ""the MD is a witch and wizard rolled into one!"", what figure of speech is this?",,Personification,Allusion,Assonance,Metaphor,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0134,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""You could see a rock carrying three other rocks on its head."" What literary technique is being used?",,irony,simile,hyperbole,personification,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0135,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What attitude do most teachers display towards Bepo's reluctance to relocate?,,empathy and support,criticism and dismissiveness,respect and admiration,indifference,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0136,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did the students expect comments from the principal after Ikenna's speech?,,It was standard procedure at Stardom Schools,Ikenna made a factual error,The principal always appreciated students after such good speeches,The speech was too long,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0137,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Why is Jos described as ""acrobatic"" in Ikenna's speech?",,because of the Jos native dancers,beacause of its terrain and rock formations,because the people perform circus tricks,because students went rock climbing,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0138,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What figure of speech is used in ""...the microphone dropped on the floor, sending a vexatious clatter out of the twin sound boxes""?",,Onomatopoeia,Simile,Irony,Personification,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0139,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The overall tone of the story can be described as,,Joyful,Reflective,Mysterious,Suspenseful,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0140,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why did Mr. Bepo finally decide to leave Nigeria?,,To pursue further education,Due to unresolved conflict,To reunite with his family and avoid marital collapse,To escape insecurity,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0141,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was unique about Bepo's initial job interview at Stardom?,,It was done over the phone,He tested in mathematics,He was interviewed by the founder,He had to bribe the MD's father,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0142,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What is the name of the director of Beesway Group of School?,,Mr Ogo,Mr Meko,Mr Oyelana,Mr Komaiko,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0143,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What shocking behaviour did a UK student allegedly exhibit toward a Nigerian teacher, according to the novel?",,Insulting him with 'Are you an idiot?',Spitting on him,Yelling racial slurs,Leaving the classroom without permission,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0144,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What gesture impressed Sola when her daughter Betty was hospitalised in the UK?,,She was given free medication,Her husband was offered a job,Emergency care arrived in under 5 minutes,They were moved to a private hospital,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0145,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What kind of job did Akindele, the older Nigerian migrant, do when he first arrived in the US?",,Law enforcement,Clerical work,IT consultancy,Freight loading,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0146,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What figure of speech is used in the expression ""...wouldn't have to clean 'dishes', as folks uncharitably say about washing corpses.""",,Personification,Euphemism,Hyperbole,Allusion,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0147,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What city did Sola and her husband settle in within the UK?,,London,Birmingham,Manchester,Aberdeen,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0148,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What career did Bepo's wife Seri practice abroad?,,Nurse,Pharmacist,Lawyer,Teacher,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0149,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"“Tears trickled out of his eyes… More tears streamed from both eyes, competitively…” is an example of—",,Simile,Metaphor,Hyperbole,Personification,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0150,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,“He brought his palms together like a supplicant” is an example of—,,Hyperbole,Simile,Irony,Euphemism,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0151,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"The Yoruba proverb ""The Oyingbo market never finds out a certain person did not even turn up"" means",,Traders are greedy,The market is disorganised,The market is always busy,Prices are fixed,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0152,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"“If you beat my height, you can’t beat my eyes.” What was Bepo trying to communicate here?",,Physical strength surpasses all other traits,No act of cheating will go uncaught,Height is the least important quality of a person,A competitive spirit always guarantee victory,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0153,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why does the narrator employ a conversational tone in the narration of Bepo's story?,,To show multiple perspectives on the subject matter,To create tension and drama,To make the story imaginative,To enhance relatability,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0154,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"When the director of Beesway references the Yoruba proverb about vegetables plucked from a dumpsite, what was he trying to communicate to Bepo?",,Vegetable are expensive,People who feel guilty defend what wasn't questioned,People on the bottom can be destined to do greater things,Looks can be deceiving,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0155,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"What figure of speech is used in ""He would look at the ceiling and at the faces before him, as though he had just returned from a dreamy wonderland""?",,Personification,Irony,Simile,Metaphor,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0156,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""Mr. Audu, the Fine Arts teacher, who was a bunch of biting humour…"" What does this description of Mr Audu mean?",,He always made friendly remarks,"He is sarcastic and has sharp, critical wit",He is known for his apt innuendos,He often made unintelligible remarks,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0157,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""…his foot-dragging over the matter had pushed his marriage to the brink."" What does ""foot-dragging"" mean as used in the novel?",,quick decision making,unnecessary excitement,thoughtful consideration,reluctance to act promptly,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0158,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Mrs. Ibidun Gloss expressed deep appreciation to Bepo for contributing what she called an ""unrivalled quota"" to the growth of Stardom. What does ""unrivalled quota"" as used in the novel mean?",,Bepo's incomparable and exceptional contribution to the growth of the school,His savings over the years which is not comparable to the contributions of others,His impactful contribution to the development of the school's building,His buying of a large chunk of the school's shares,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0159,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"Which of the following is not a figure of speech used in J.P. Clark's poem ""Ibadan"" as referenced in the novel?",,Metaphor,Simile,Imagery,Onomatopoeia,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0160,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,This question is based on Kabir Alabi Garba's The Lekki Headmaster. The following are current socio-economic realities depicted in the novel except,,The declining condition of Nigerian universities,The Japa trend,Bureaucracy,The struggles of middle-class professionals,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0161,JAMB,English,Reading Comprehension,Birds (comprehension passage),medium,2025,,One of the first things a child notices in birds is,,noise,nests,feeding trait,colour,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0162,JAMB,English,Reading Comprehension,Birds (comprehension passage),medium,2025,,What makes it easy to identify a species of birds in the wood?,,the shape of their beaks,their characteristic calls with practice,their mode of feeding,the colour of their feathers,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0163,JAMB,English,Reading Comprehension,Birds (comprehension passage),medium,2025,,Flocks of finches could easily become separated,,when they get injured by other birds,when they get hungry after being separated from other birds,when they see predators hovering in the sky,when they hunt for insects or seeds on the branches of trees,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0164,JAMB,English,Reading Comprehension,Birds (comprehension passage),medium,2025,,The small birds have,,a particular type of call,different alarm calls,a similar alarm call,sonorous songs,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0165,JAMB,English,Reading Comprehension,Birds (comprehension passage),medium,2025,,"When a bird of prey is sighted, a small bird",,flies away,starts making a nest,hides in its nest,calls its mates,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0166,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"The Security _____ has a primary responsibility, under the UN Charter, for the maintenance of international peace and security.",,Unit,Council,Department,Committee,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0167,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"The Security Council has a primary responsibility, under the UN Charter, for the maintenance of international _____ and security.",,relation,affairs,peace,relationship,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0168,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"The Security Council has a primary responsibility, under the UN Charter, for the maintenance of international peace and _____.",,safety,unity,security,progress,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0169,JAMB,English,Cloze Test,UN Security Council,medium,2025,,It has fifteen _____—five permanent and ten non-permanent.,,member,personnel,members,states,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0170,JAMB,English,Cloze Test,UN Security Council,medium,2025,,Each Member has one _____.,,assent,vote,consent,voice,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0171,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"Under the _____, all Member States are obligated to comply with Council decisions.",,charter,league,unit,directorate,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0172,JAMB,English,Cloze Test,UN Security Council,medium,2025,,The Security Council takes the lead in determining the existence of a _____ to the peace or act of aggression.,,threat,agitation,violence,fear,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0173,JAMB,English,Cloze Test,UN Security Council,medium,2025,,It calls upon the _____ to a dispute to settle it by peaceful means.,,people,states,entity,parties,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0174,JAMB,English,Cloze Test,UN Security Council,medium,2025,,It calls upon the parties to a dispute to settle it by peaceful means and recommends methods of adjustment or terms of _____.,,settlement,agreement,consent,condition,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0175,JAMB,English,Cloze Test,UN Security Council,medium,2025,,"In some cases, the Security Council can resort to imposing _____ or even authorise the use of force to maintain or restore international peace and security.",,rules,sanctions,order,discipline,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0176,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Alabi Garba's The Lekki Headmaster. The school nurse, Mrs Titi, fetched a handkerchief and offered it to him because",,she always went about with an extra handkerchief,"the Physics teacher, Pastor Ope Wande, had prayed over it",it was all she could do at the moment,she didn't have any drug immediately available,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0177,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Alabi Garba's The Lekki Headmaster. ""Red-tapism is found everywhere"" means",,Excessive official formality is everywhere,Red tape worm is found everywhere,Red tapes are everywhere,Official formality is everywhere,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0178,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"This question is based on Kabir Garba's The Lekki Headmaster. 'If you beat my height, you can't beat my eyes' is a statement by",,Audu,Ayesoro,Grace,Bepo,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0179,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,This question is based on Kabir Garba's The Lekki Headmaster. How did Sola and her husband travel to London from Manchester every day?,,by rail,by road,by sea,by air,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0180,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""Yes….That is what you paid the extra amount for. If you had followed the normal channel, you would still be there with them."" To whom was this said?",,Bepo,Mrs Ladele,Tai,Mr Ogo,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0181,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""So, you have taken your madness to this level?"" Where was the statement made?",,In Bepo's house,At the airport,At Stardom School,At Beesway School,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0182,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo considered establishing a school because,,he considers it lucrative,his friends advised him to,his father was a headmaster,of his passion for education,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0183,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bibi's scream diverted Mrs Ladele's attention from a movie on,,socio-economic problems,politics,money ritual,infidelity in marriage,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0184,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo's retirement plan suggests that he was,,an unambitious man,an unreasonable man,a vain fellow,a thoughtful man,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0185,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What did Bepo believe was crucial for success in the transportation business?,,Finding trustworthy drivers,Having money to bribe policemen,Finding expert drivers,Getting a quality vehicle,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0186,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What was the essence of open days at Stardom Schools?,,to allow students to rest,to subject teachers to tests,to update parents on academic activities,to give teachers an opportunity to relax,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0187,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,One of the challenges faced in General Hospitals cited in the novel is,,large crowds,bad smell,theft,high costs,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0188,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,The contestant for the position of a prefect must have spent … in the school.,,a session,three sessions,four sessions,two sessions,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0189,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bibi is always scared of Mr Ayesoro because of his,,stern look,maltreatment,constant abuse,tribal marks,D,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0190,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"The stories of Nigerian migrants such as Sola, Hope, Riike and Akindele showed that, for those who have 'japa'",,it is the final goodbye to Nigeria,those still in Nigeria are wasting their time,life is not a bed of roses,there is no cause for alarm,C,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0191,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Why was the Government teacher named 'Owala'?,,he loved to sing,he had wild face marks,he was abusive,he had a compelling voice,B,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0192,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,How did Stardom Schools curb late-coming?,,By reducing boarding fees,By publishing names of latecomers in the school magazine,Through severe punishment for latecomers,Through repeated meetings with parents,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0193,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,Bepo worked in Stardom for over,,two decades,three decades,five decades,one decade,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0194,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,What joke did Bepo tell his students concerning his big eyes?,,his big eyes will always catch whoever was cheating,he said the eyes were always open even when he slept,Bepo said he was also an eye-master,he said his mum ate an owl when she carried his pregnancy,A,,jamb|2025,past-question,active,comprehension question with no passage_id
ENG-0195,JAMB,English,Reading Comprehension,The Lekki Headmaster,medium,2025,,"""It's like hanging a snake in the roof and going to bed"". Who made this statement in The Lekki Headmaster?",,The chairman,MD,Nurse,Principal,A,,jamb|2025,past-question,active,comprehension question with no passage_id
